"readcode","medcode","recK","recK_ID","medcodeid.nealon","originalreadcode.nealon","snomedctconceptid","snomedctdescriptionid.nealon","recN","recN_ID","recLSHTM","recLSHTM_ID","recP","recP_ID","level","originalreadcode.ds","medcodeid.ds","recDS","recDS_ID","readterm","sctid","medcodeid.primis","originalreadcode.primis","readterm.emis","snomedctdescriptionid.primis","recPRIMIS","recPRIMIS_ID","recADD","source","medcodeid","originalreadcode_a","readcode_a","snomedctconceptid_a","snomedctdescriptionid_a","release_a","emiscodecategoryid_a","snomedctconceptid_clean","snomedctdescriptionid_clean","brand","havebrand"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCT1260615","12606151000006115","DS","411","Quadrivalent influenza vaccine (split virion, inactivated) suspension for injection 0.5ml pre-filled syringes (Sanofi Pasteur) 10 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","12606151000006115",NA,NA,NA,NA,NA,NA,"34680611000001105",NA,"Sanofi Pasteur","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EMISNQRE428","1882471000006114","DS","412","Requires an intranasal influenza vaccination",NA,NA,NA,NA,NA,NA,NA,NA,"DS","1882471000006114","EMISNQRE428","","1882471000006105","1882471000006114",NA,"9","1882471000006105","1882471000006114","","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTRE750776","7507761000006112","DS","413","Requires influenza virus vaccination",NA,NA,NA,NA,NA,NA,NA,NA,"DS","7507761000006112","^ESCTRE750776","","698353005","2974039014",NA,"9","698353005","2974039014","","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRGA5296NEMIS","712231000033111","DS","414","Sanofi Pasteur Inactivated Influenza Split Virion",NA,NA,NA,NA,NA,NA,NA,NA,"DS","712231000033111",NA,NA,NA,NA,NA,NA,NA,NA,"Sanofi Pasteur","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seasonal","^ESCTSE843901","8439011000006112","DS","416","Seasonal influenza vaccination given by midwife","1066171000000108","8439011000006112","^ESCTSE843901",NA,"2677731000000114","PRIMIS","55",NA,"DS_PRIMIS","8439011000006112","^ESCTSE843901","","1066171000000108","2677731000000114",NA,"9","1066171000000108","2677731000000114","","0"
"65EDA00","115243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seasonal","^ESCT1300221","13002211000006112","DS","419","Seasonal influenza vaccination given in school","1239861000000100","13002211000006112","^ESCT1300221",NA,"2801761000000112","PRIMIS","57",NA,"DS_PRIMIS","13002211000006112","^ESCT1300221","","1239861000000100","2801761000000112",NA,"9","1239861000000100","2801761000000112","","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seasonal","^ESCTSE843903","8439031000006118","DS","421","Second inactivated seasonal influenza vaccination given by midwife","1066191000000107","8439031000006118","^ESCTSE843903",NA,"2677771000000111","PRIMIS","59",NA,"DS_PRIMIS","8439031000006118","^ESCTSE843903","","1066191000000107","2677771000000111",NA,"9","1066191000000107","2677771000000111","","0"
"65E4000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pandemic","65E40","1884461000006113","DS","424","Second intranasal pandemic influenza vaccination given by other healthcare provider","884921000000103","1884461000006113","65E40",NA,"2281051000000119","PRIMIS","61",NA,"DS_PRIMIS","1884461000006113","65E40","65E4000","884921000000103","2281051000000119",NA,"9","884921000000103","2281051000000119","","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seasonal","EMISNQSE163","11935001000006115","DS","427","Second non adjuvanted trivalent (TIV) inactivated seasonal influenza vaccination given by pharmacist",NA,NA,NA,NA,NA,NA,NA,NA,"DS","11935001000006115","EMISNQSE163","","11935001000006104","11935001000006115",NA,"9","11935001000006104","11935001000006115","","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seasonal","EMISNQSE164","11935101000006116","DS","430","Second quadrivalent (QIV) inactivated seasonal influenza vaccination given by pharmacist",NA,NA,NA,NA,NA,NA,NA,NA,"DS","11935101000006116","EMISNQSE164","","11935101000006100","11935101000006116",NA,"9","11935101000006100","11935101000006116","","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRGA133335NEMIS","2463131000033115","DS","431","Seqirus Adjuvanted Trivalent Influenza",NA,NA,NA,NA,NA,NA,NA,NA,"DS","2463131000033115",NA,NA,NA,NA,NA,NA,NA,NA,"Seqirus Vaccines Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTSU782449","7824491000006112","DS","432","Surface antigen of inactivated Influenza virus",NA,NA,NA,NA,NA,NA,NA,NA,"DS","7824491000006112",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Swine","^ESCTSW383288","3832881000006111","DS","433","Swine influenza virus vaccine",NA,NA,NA,NA,NA,NA,NA,NA,"DS","3832881000006111",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Swine","^ESCTSW383288","7093401000006111","DS","434","Swine influenza virus vaccine",NA,NA,NA,NA,NA,NA,NA,NA,"DS","7093401000006111",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Swine","^ESCTSW709340","3832881000006111","DS","435","Swine influenza virus vaccine",NA,NA,NA,NA,NA,NA,NA,NA,"DS","3832881000006111",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Swine","^ESCTSW709340","7093401000006111","DS","436","Swine influenza virus vaccine",NA,NA,NA,NA,NA,NA,NA,NA,"DS","7093401000006111",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCT1257726","12577261000006110","DS","437","Trivalent influenza vaccine (split virion, inactivated) High Dose solution for injection 0.5ml pre-filled syringes (Sanofi Pasteur)",NA,NA,NA,NA,NA,NA,NA,NA,"DS","12577261000006110",NA,NA,NA,NA,NA,NA,NA,NA,"Sanofi Pasteur","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCT1257727","12577271000006115","DS","438","Trivalent influenza vaccine (split virion, inactivated) High Dose solution for injection 0.5ml pre-filled syringes (Sanofi Pasteur) 5 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","12577271000006115",NA,NA,NA,NA,NA,NA,"36754211000001107",NA,"Sanofi Pasteur","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCT1260719","12607191000006112","DS","439","Trivalent influenza vaccine (split virion, inactivated) High Dose suspension for injection 0.5ml pre-filled syringes (Sanofi Pasteur)",NA,NA,NA,NA,NA,NA,NA,NA,"DS","12607191000006112",NA,NA,NA,NA,NA,NA,NA,NA,"Sanofi Pasteur","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCT1260720","12607201000006110","DS","440","Trivalent influenza vaccine (split virion, inactivated) High Dose suspension for injection 0.5ml pre-filled syringes (Sanofi Pasteur) 5 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","12607201000006110",NA,NA,NA,NA,NA,NA,NA,NA,"Sanofi Pasteur","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTVA802298","8022981000006119","DS","441","Vaccination for influenza given",NA,NA,NA,NA,NA,NA,NA,NA,"DS","8022981000006119","^ESCTVA802298","","73701000119109","3330980014",NA,"31","73701000119109","3330980014","","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTVI917140","1023031000033115","DS","442","Viroflu",NA,NA,NA,NA,NA,NA,NA,NA,"DS","1023031000033115",NA,NA,NA,NA,NA,NA,"9387101000001108",NA,"Sanofi Pasteur MSD Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTVI917140","9171401000006115","DS","443","Viroflu",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9171401000006115",NA,NA,NA,NA,NA,NA,"9387101000001108",NA,"Sanofi Pasteur MSD Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRGA23001NEMIS","1023031000033115","DS","444","Viroflu",NA,NA,NA,NA,NA,NA,NA,NA,"DS","1023031000033115",NA,NA,NA,NA,NA,NA,"9387101000001108",NA,"Sanofi Pasteur MSD Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRGA23001NEMIS","9171401000006115","DS","445","Viroflu",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9171401000006115",NA,NA,NA,NA,NA,NA,"9387101000001108",NA,"Sanofi Pasteur MSD Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTVI929454","9294541000006114","DS","446","Viroflu vaccine suspension for injection 0.5ml pre-filled syringes (Janssen-Cilag Ltd)",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9294541000006114",NA,NA,NA,NA,NA,NA,NA,NA,"Sanofi Pasteur MSD Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTVI929455","9294551000006111","DS","447","Viroflu vaccine suspension for injection 0.5ml pre-filled syringes (Janssen-Cilag Ltd) 1 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9294551000006111",NA,NA,NA,NA,NA,NA,"10455911000001102",NA,"Sanofi Pasteur MSD Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTVI929456","9294561000006113","DS","448","Viroflu vaccine suspension for injection 0.5ml pre-filled syringes (Janssen-Cilag Ltd) 10 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9294561000006113",NA,NA,NA,NA,NA,NA,"10456011000001105",NA,"Sanofi Pasteur MSD Ltd","1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adjuvanted quadrivalent influenza vaccine (surface antigen, inactivated) suspension for injection 0.5ml pre-filled syringes","38973511000001106",NA,NA,NA,NA,"PRIMIS","1",NA,"PRIMIS",NA,NA,NA,NA,NA,NA,NA,"38973511000001106",NA,"","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adjuvanted quadrivalent influenza vaccine (surface antigen, inactivated) suspension for injection 0.5ml pre-filled syringes (Seqirus UK Ltd)","40085311000001103",NA,NA,NA,NA,"PRIMIS","2",NA,"PRIMIS",NA,NA,NA,NA,NA,NA,NA,"40085311000001103",NA,"Seqirus Vaccines Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seasonal",NA,NA,NA,NA,"First inactivated seasonal influenza vaccination given by pharmacist","1037351000000105","1986651000006114","65ED8",NA,"2618161000000111","PRIMIS","4",NA,"PRIMIS","1986651000006114","65ED8","","1037351000000105","2618161000000111",NA,"9","1037351000000105","2618161000000111","","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seasonal",NA,NA,NA,NA,"First intranasal seasonal influenza vaccination given by pharmacist","1037311000000106","1986631000006119","65ED6",NA,"2618081000000118","PRIMIS","5",NA,"PRIMIS","1986631000006119","65ED6","","1037311000000106","2618081000000118",NA,"9","1037311000000106","2618081000000118","","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seasonal",NA,NA,NA,NA,"Second inactivated seasonal influenza vaccination given by pharmacist","1037371000000101","1986661000006111","65ED9",NA,"2618201000000115","PRIMIS","7",NA,"PRIMIS","1986661000006111","65ED9","","1037371000000101","2618201000000115",NA,"9","1037371000000101","2618201000000115","","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seasonal",NA,NA,NA,NA,"Second intranasal seasonal influenza vaccination given by pharmacist","1037331000000103","1986641000006112","65ED7",NA,"2618121000000115","PRIMIS","8",NA,"PRIMIS","1986641000006112","65ED7","","1037331000000103","2618121000000115",NA,"9","1037331000000103","2618121000000115","","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cell-based quadrivalent influenza vaccine (surface antigen, inactivated) suspension for injection 0.5ml pre-filled syringes (Seqirus UK Ltd)","40085011000001101",NA,NA,NA,NA,"PRIMIS","9",NA,"PRIMIS",NA,NA,NA,NA,NA,NA,NA,"40085011000001101",NA,"Seqirus Vaccines Ltd","1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[V]Influenza vaccination","412511000000102",NA,NA,NA,NA,"PRIMIS","18",NA,"PRIMIS",NA,NA,NA,NA,NA,NA,NA,"412511000000102",NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H1N1",NA,NA,NA,NA,"Administration of Influenza A virus subtype H1N1 antigen only vaccine product","442333005","1852961000006118","JHCIN91",NA,"1852961000006118","PRIMIS","23",NA,"PRIMIS","1852961000006118",NA,NA,NA,NA,NA,NA,"442333005","1852961000006118","","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H5N1",NA,NA,NA,NA,"Administration of influenza H5N1 vaccine","786847005",NA,NA,NA,NA,"PRIMIS","24",NA,"PRIMIS",NA,NA,NA,NA,NA,NA,NA,"786847005",NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Administration of influenza vaccine via nasal route","787016008","13484371000006112","^ESCT1348437",NA,"3974460011","PRIMIS","28",NA,"PRIMIS","13484371000006112","^ESCT1348437","","787016008","3974460011",NA,"9","787016008","3974460011","","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intranasal influenza vaccination given","135231000119103","13486041000006111","^ESCT1348604",NA,"3773520019","PRIMIS","49",NA,"PRIMIS","13486041000006111","^ESCT1348604","","135231000119103","3773520019",NA,"31","135231000119103","3773520019","","0"
"65...00","36525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Infectious disease : prevention/control",NA,NA,NA,NA,NA,NA,NA,"GOLDdataimport","GOLDdataimport",NA,"218911000000114","65","77248004","503494015",NA,"9","77248004","503494015","","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Influenza vaccine (surface antigen, inactivated, virosome) suspension for injection 0.5ml pre-filled syringes (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"10309511000001105",NA,"","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Influenza vaccine (split virion, inactivated) suspension for injection 0.5ml pre-filled syringes (Wyeth Pharmaceuticals) (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"11278411000001109",NA,"Wyeth","1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Influenza (split virion, inactivated) vaccine suspension for injection 0.25ml pre-filled syringes (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"9519711000001102",NA,"","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Influenza (split virion, inactivated) vaccine suspension for injection 0.5ml pre-filled syringes (A A H Pharmaceuticals Ltd) (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"10133911000001103",NA,"A A H Pharmaceuticals Ltd","1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adjuvanted quadrivalent influenza vaccine (surface antigen, inactivated) suspension for injection 0.5ml pre-filled syringes (Seqirus UK Ltd) 1 pre-filled disposable injection (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"40085411000001105",NA,"Seqirus Vaccines Ltd","1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adjuvanted quadrivalent influenza vaccine (surface antigen, inactivated) suspension for injection 0.5ml pre-filled syringes (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"38973511000001106",NA,"","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adjuvanted quadrivalent influenza vaccine (surface antigen, inactivated) suspension for injection 0.5ml pre-filled syringes 1 pre-filled disposable injection (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"38969911000001109",NA,"","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adjuvanted quadrivalent influenza vaccine (surface antigen, inactivated) suspension for injection 0.5ml pre-filled syringes 10 pre-filled disposable injection (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"38970011000001108",NA,"","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adjuvanted quadrivalent influenza vaccine (surface antigen, inactivated) suspension for injection 0.5ml pre-filled syringes (Seqirus UK Ltd) 1 pre-filled disposable injection (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"40085411000001105",NA,"Seqirus Vaccines Ltd","1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adjuvanted quadrivalent influenza vaccine (surface antigen, inactivated) suspension for injection 0.5ml pre-filled syringes (Seqirus UK Ltd) 10 pre-filled disposable injection (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"40085611000001108",NA,"Seqirus Vaccines Ltd","1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cell-based quadrivalent influenza vaccine (surface antigen, inactivated) suspension for injection 0.5ml pre-filled syringes (Seqirus UK Ltd) (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"40085011000001101",NA,"Seqirus Vaccines Ltd","1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cell-based quadrivalent influenza vaccine (surface antigen, inactivated) suspension for injection 0.5ml pre-filled syringes (Seqirus UK Ltd) 10 pre-filled disposable injection (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"40085211000001106",NA,"Seqirus Vaccines Ltd","1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cell-based quadrivalent influenza vaccine (surface antigen, inactivated) suspension for injection 0.5ml pre-filled syringes (Seqirus UK Ltd) 1 pre-filled disposable injection (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"40085111000001100",NA,"Seqirus Vaccines Ltd","1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trivalent vaccine (split virion, inactivated) High Dose solution for injection pre-filled syringes (Sanofi Pasteur) (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"36754111000001101",NA,"Sanofi Pasteur","1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fluad Tetra vaccine suspension for injection 0.5ml pre-filled syringes (Seqirus UK Ltd) 10 pre-filled disposable injection (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"38972311000001105",NA,"Seqirus Vaccines Ltd","1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inflexal V suspension for injection 0.5ml pre-filled syringes (sanofi pasteur MSD Ltd) (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"10306611000001101",NA,"Berna","1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Influvac subl-unit vaccine suspension for injection 0.5ml pre-filled syringes (Viatris UK Healthcare Ltd) 1 pre-filled disposable injection (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"3255111000001104",NA,"Viatris UK Healthcare Ltd","1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Influvac subl-unit vaccine suspension for injection 0.5ml pre-filled syringes (Viatris UK Healthcare Ltd) 10 pre-filled disposable injection (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"3255211000001105",NA,"Viatris UK Healthcare Ltd","1"
"68Nr.00","98047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pandemic",NA,NA,NA,NA,"Consent given for pandemic influenza vaccination (finding)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"380271000000101",NA,"","0"
"68NV000","104958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seasonal",NA,NA,NA,NA,"Consent given for seasonal influenza vaccination (finding)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"822991000000104",NA,"","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intanza 9microgram strain vaccine suspension for injection 0.1ml pre-filled syringes (sanofi pasteur MSD Ltd) (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"15454511000001101",NA,"Sanofi Pasteur MSD Ltd","1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intanza 15microgram strain vaccine suspension for injection 0.1ml pre-filled syringes (sanofi pasteur MSD Ltd) (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"15506511000001107",NA,"Sanofi Pasteur MSD Ltd","1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intanza vaccine suspension for injection 0.1ml pre-filled syringes (sanofi pasteur MSD Ltd) 1 pre-filled disposable injection (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"15454611000001102",NA,"Sanofi Pasteur MSD Ltd","1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Viroflu vaccine suspension for injection 0.5ml pre-filled syringes (sanofi pasteur MSD Ltd) (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"10455811000001107",NA,"Sanofi Pasteur MSD Ltd","1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Influenza vaccine (surface antigen, inactivated, virosome) suspension for injection 0.5ml pre-filled syringes (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"10309511000001105",NA,"","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Influenza vaccine (split virion, inactivated) suspension for injection 0.5ml pre-filled syringes (Wyeth Pharmaceuticals) (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"11278411000001109",NA,"Wyeth","1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Influenza (split virion, inactivated) vaccine suspension for injection 0.25ml pre-filled syringes (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"9519711000001102",NA,"","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Influenza (split virion, inactivated) vaccine suspension for injection 0.5ml pre-filled syringes (A A H Pharmaceuticals Ltd) (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"10133911000001103",NA,"split virion, inactivated) vaccine suspension for injection 0.5ml pre-filled syringes (A A H Pharmaceuticals Ltd","1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adjuvanted quadrivalent influenza vaccine (surface antigen, inactivated) suspension for injection 0.5ml pre-filled syringes (Seqirus UK Ltd) 1 pre-filled disposable injection (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"40085411000001105",NA,"Seqirus Vaccines Ltd","1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adjuvanted quadrivalent influenza vaccine (surface antigen, inactivated) suspension for injection 0.5ml pre-filled syringes (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"38973511000001106",NA,"","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adjuvanted quadrivalent influenza vaccine (surface antigen, inactivated) suspension for injection 0.5ml pre-filled syringes 1 pre-filled disposable injection (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"38969911000001109",NA,"","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adjuvanted quadrivalent influenza vaccine (surface antigen, inactivated) suspension for injection 0.5ml pre-filled syringes 10 pre-filled disposable injection (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"38970011000001108",NA,"","0"
